Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,#date+year,#indicator+type,#indicator+value+num,
MDG,2021-01-01,2021-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2021,2021,SLC,152.8723974506,X
MDG,2022-01-01,2022-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2022,2022,SLC,157.2142414587,X
MDG,2023-01-01,2023-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2023,2023,SLC,154.9269114527,X
MDG,2024-01-01,2024-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2024,2024,SLC,162.4302707958,E
MDG,1970-01-01,1970-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1970,1970,USD,19.5381547847,X
MDG,1971-01-01,1971-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1971,1971,USD,20.2628746477,X
MDG,1972-01-01,1972-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1972,1972,USD,23.0496181618,X
MDG,1973-01-01,1973-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1973,1973,USD,28.1805020795,X
MDG,1974-01-01,1974-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1974,1974,USD,29.2125232947,X
MDG,1975-01-01,1975-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1975,1975,USD,34.0714249080,X
MDG,1976-01-01,1976-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1976,1976,USD,38.8549376771,X
MDG,1977-01-01,1977-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1977,1977,USD,42.7506567944,X
MDG,1978-01-01,1978-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1978,1978,USD,58.9820800644,X
MDG,1979-01-01,1979-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1979,1979,USD,74.1136565943,X
MDG,1980-01-01,1980-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1980,1980,USD,84.7694540780,X
MDG,1981-01-01,1981-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1981,1981,USD,82.9577133130,X
MDG,1982-01-01,1982-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1982,1982,USD,73.6932586028,X
MDG,1983-01-01,1983-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1983,1983,USD,72.8657588688,X
MDG,1984-01-01,1984-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1984,1984,USD,59.8457771147,X
MDG,1985-01-01,1985-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1985,1985,USD,56.9489639782,X
MDG,1986-01-01,1986-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1986,1986,USD,65.1955223465,X
MDG,1987-01-01,1987-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1987,1987,USD,49.2124673648,X
MDG,1988-01-01,1988-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1988,1988,USD,46.0438825547,X
MDG,1989-01-01,1989-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1989,1989,USD,45.2703606319,X
MDG,1990-01-01,1990-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1990,1990,USD,55.2913255576,X
MDG,1991-01-01,1991-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1991,1991,USD,53.3210534880,X
MDG,1992-01-01,1992-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1992,1992,USD,58.2615878394,X
MDG,1993-01-01,1993-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1993,1993,USD,61.0075971481,X
MDG,1994-01-01,1994-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1994,1994,USD,59.8933270660,X
MDG,1995-01-01,1995-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1995,1995,USD,62.7704420731,X
MDG,1996-01-01,1996-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1996,1996,USD,75.0702086862,X
MDG,1997-01-01,1997-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1997,1997,USD,68.1705720289,X
MDG,1998-01-01,1998-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1998,1998,USD,69.4972342034,X
MDG,1999-01-01,1999-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1999,1999,USD,68.3665010345,X
MDG,2000-01-01,2000-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2000,2000,USD,69.6280554430,X
MDG,2001-01-01,2001-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2001,2001,USD,73.2616753309,X
MDG,2002-01-01,2002-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2002,2002,USD,85.1064686229,X
MDG,2003-01-01,2003-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2003,2003,USD,86.1424887615,X
MDG,2004-01-01,2004-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2004,2004,USD,77.4923294899,X
MDG,2005-01-01,2005-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2005,2005,USD,86.0825651098,X
MDG,2006-01-01,2006-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2006,2006,USD,89.9711818885,X
MDG,2007-01-01,2007-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2007,2007,USD,116.0687930925,X
MDG,2008-01-01,2008-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2008,2008,USD,129.0725253529,X
MDG,2009-01-01,2009-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2009,2009,USD,130.9316971535,X
MDG,2010-01-01,2010-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2010,2010,USD,114.8639687582,X
MDG,2011-01-01,2011-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2011,2011,USD,125.9405953735,X
MDG,2012-01-01,2012-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2012,2012,USD,115.9495895255,X
MDG,2013-01-01,2013-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2013,2013,USD,114.2307270271,X
MDG,2014-01-01,2014-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2014,2014,USD,107.7481337954,X
MDG,2015-01-01,2015-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2015,2015,USD,100.0000000000,X
MDG,2016-01-01,2016-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2016,2016,USD,93.9607233972,X
MDG,2017-01-01,2017-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2017,2017,USD,101.6942572716,X
MDG,2018-01-01,2018-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2018,2018,USD,111.2631779100,X
MDG,2019-01-01,2019-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2019,2019,USD,102.1901178575,X
MDG,2020-01-01,2020-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2020,2020,USD,96.8848056702,X
MDG,2021-01-01,2021-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2021,2021,USD,117.0900902042,X
MDG,2022-01-01,2022-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2022,2022,USD,112.5918471912,X
MDG,2023-01-01,2023-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2023,2023,USD,102.6010290883,X
MDG,2024-01-01,2024-12-31,129,'450,Madagascar,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2024,2024,USD,105.3820615859,E
MDG,1970-01-01,1970-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1970,1970,SLC,0.3978676658,X
MDG,1971-01-01,1971-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1971,1971,SLC,0.4308879755,X
MDG,1972-01-01,1972-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1972,1972,SLC,0.4574414339,X
MDG,1973-01-01,1973-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1973,1973,SLC,0.5216487174,X
MDG,1974-01-01,1974-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1974,1974,SLC,0.7536484690,X
MDG,1975-01-01,1975-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1975,1975,SLC,0.7986861425,X
MDG,1976-01-01,1976-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1976,1976,SLC,0.9109500549,X
MDG,1977-01-01,1977-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1977,1977,SLC,0.9683358524,X
MDG,1978-01-01,1978-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1978,1978,SLC,1.0468439566,X
MDG,1979-01-01,1979-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1979,1979,SLC,1.1066345417,X
MDG,1980-01-01,1980-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1980,1980,SLC,1.2657577976,X
MDG,1981-01-01,1981-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1981,1981,SLC,1.6680655080,X
MDG,1982-01-01,1982-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1982,1982,SLC,2.0951977208,X
MDG,1983-01-01,1983-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1983,1983,SLC,2.6223323067,X
MDG,1984-01-01,1984-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1984,1984,SLC,2.8103468054,X
MDG,1985-01-01,1985-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1985,1985,SLC,3.1024811354,X
MDG,1986-01-01,1986-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1986,1986,SLC,3.6986836233,X
MDG,1987-01-01,1987-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1987,1987,SLC,4.2829608105,X
MDG,1988-01-01,1988-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1988,1988,SLC,4.9395872799,X
MDG,1989-01-01,1989-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1989,1989,SLC,5.5219896150,X
MDG,1990-01-01,1990-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1990,1990,SLC,6.1155716431,X
MDG,1991-01-01,1991-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1991,1991,SLC,6.7619886282,X
MDG,1992-01-01,1992-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1992,1992,SLC,7.6136778247,X
MDG,1993-01-01,1993-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1993,1993,SLC,8.7177332310,X
MDG,1994-01-01,1994-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1994,1994,SLC,14.3409735207,X
MDG,1995-01-01,1995-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1995,1995,SLC,17.3062648123,X
MDG,1996-01-01,1996-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1996,1996,SLC,19.7527416231,X
MDG,1997-01-01,1997-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1997,1997,SLC,21.2352480733,X
MDG,1998-01-01,1998-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1998,1998,SLC,22.5766005936,X
MDG,1999-01-01,1999-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1999,1999,SLC,24.4914023993,X
MDG,2000-01-01,2000-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2000,2000,SLC,26.2220419781,X
MDG,2001-01-01,2001-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2001,2001,SLC,27.8718378634,X
MDG,2002-01-01,2002-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2002,2002,SLC,32.9562491235,X
MDG,2003-01-01,2003-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2003,2003,SLC,32.9364149912,X
MDG,2004-01-01,2004-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2004,2004,SLC,37.6003941895,X
MDG,2005-01-01,2005-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2005,2005,SLC,44.5332935639,X
MDG,2006-01-01,2006-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2006,2006,SLC,49.9383232465,X
MDG,2007-01-01,2007-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2007,2007,SLC,54.5913647780,X
MDG,2008-01-01,2008-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2008,2008,SLC,59.0031960079,X
MDG,2009-01-01,2009-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2009,2009,SLC,64.6835534461,X
MDG,2010-01-01,2010-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2010,2010,SLC,70.0861468792,X
MDG,2011-01-01,2011-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2011,2011,SLC,77.0644583573,X
MDG,2012-01-01,2012-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2012,2012,SLC,79.0566232540,X
MDG,2013-01-01,2013-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2013,2013,SLC,84.9747658335,X
MDG,2014-01-01,2014-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2014,2014,SLC,90.0050209505,X
MDG,2015-01-01,2015-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2015,2015,SLC,100.0000000000,X
MDG,2016-01-01,2016-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2016,2016,SLC,109.1578215252,X
MDG,2017-01-01,2017-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2017,2017,SLC,114.8318926978,X
MDG,2018-01-01,2018-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2018,2018,SLC,124.8757403810,X
MDG,2019-01-01,2019-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2019,2019,SLC,125.5469420098,X
MDG,2020-01-01,2020-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2020,2020,SLC,132.6290246322,X
MDG,2021-01-01,2021-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2021,2021,SLC,138.0204630217,X
MDG,2022-01-01,2022-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2022,2022,SLC,147.8147689445,X
MDG,2023-01-01,2023-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2023,2023,SLC,163.4945140303,X
MDG,2024-01-01,2024-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2024,2024,SLC,173.6955456610,E
MDG,1970-01-01,1970-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1970,1970,USD,21.0138312165,X
MDG,1971-01-01,1971-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1971,1971,USD,22.8052909092,X
MDG,1972-01-01,1972-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1972,1972,USD,26.6223466805,X
MDG,1973-01-01,1973-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1973,1973,USD,34.3279712459,X
MDG,1974-01-01,1974-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1974,1974,USD,45.9243793324,X
MDG,1975-01-01,1975-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1975,1975,USD,54.6621641301,X
MDG,1976-01-01,1976-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1976,1976,USD,55.9172261380,X
MDG,1977-01-01,1977-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1977,1977,USD,57.8117011140,X
MDG,1978-01-01,1978-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1978,1978,USD,68.0447025514,X
MDG,1979-01-01,1979-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1979,1979,USD,76.3047417480,X
MDG,1980-01-01,1980-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1980,1980,USD,87.8723262053,X
MDG,1981-01-01,1981-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1981,1981,USD,90.0393141276,X
MDG,1982-01-01,1982-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1982,1982,USD,87.8703208029,X
MDG,1983-01-01,1983-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1983,1983,USD,89.3558899669,X
MDG,1984-01-01,1984-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1984,1984,USD,71.4842885597,X
MDG,1985-01-01,1985-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1985,1985,USD,68.6902895932,X
MDG,1986-01-01,1986-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1986,1986,USD,80.2119190248,X
MDG,1987-01-01,1987-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1987,1987,USD,58.7539494559,X
MDG,1988-01-01,1988-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1988,1988,USD,51.4897725671,X
MDG,1989-01-01,1989-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1989,1989,USD,50.5127345229,X
MDG,1990-01-01,1990-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1990,1990,USD,60.0345360277,X
MDG,1991-01-01,1991-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1991,1991,USD,54.0393982401,X
MDG,1992-01-01,1992-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1992,1992,USD,59.9119816506,X
MDG,1993-01-01,1993-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1993,1993,USD,66.8141313888,X
MDG,1994-01-01,1994-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1994,1994,USD,68.5763927020,X
MDG,1995-01-01,1995-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1995,1995,USD,59.5082698332,X
MDG,1996-01-01,1996-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1996,1996,USD,71.3386375844,X
MDG,1997-01-01,1997-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1997,1997,USD,61.1816678106,X
MDG,1998-01-01,1998-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1998,1998,USD,60.8562743643,X
MDG,1999-01-01,1999-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1999,1999,USD,57.1676524329,X
MDG,2000-01-01,2000-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2000,2000,USD,56.8325057390,X
MDG,2001-01-01,2001-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2001,2001,USD,62.0492836219,X
MDG,2002-01-01,2002-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2002,2002,USD,70.7538469200,X
MDG,2003-01-01,2003-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2003,2003,USD,78.0239757598,X
MDG,2004-01-01,2004-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2004,2004,USD,59.0205780901,X
MDG,2005-01-01,2005-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2005,2005,USD,65.2207203754,X
MDG,2006-01-01,2006-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2006,2006,USD,68.3818202057,X
MDG,2007-01-01,2007-12-31,129,'450,Madagascar,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2007,2007,USD,85.4614534419,X
